A311,Senlac Rd. Northbound North of Elynhill Dr.,18,2023-02-17T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,88,72,82,52,66,49,26,-,4
A312,Danforth Rd. Eastbound East of Huntington Ave.,20,2023-02-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,312,272,325,219,535,540,489,309,333
A313,Lawrence Ave. E. Eastbound Near Canlish Rd.,21,2023-02-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,1385,1163,1103,1088,1452,1437,1587,1668,2049
A314,Birchmount Rd. Northbound North of Bay Mills Blvd.,22,2023-02-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82,594,636,910,441,1636,1340,907,749,1013
A315,Tapscott Rd. Westbound West of Blackwell Ave.,23,2023-03-01T00:00:00Z,Present,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,639,558,569,290,439,418,414,383,257
A316,Orton Park Rd. Southbound South of Ellesmere Rd.,24,2023-02-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,339,189,177,252,326,343,237,245,319
A317,Lawrence Ave. E. Westbound West of Port Union Rd.,25,2023-02-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,393,275,339,127,266,465,293,365,329
A318,Kipling Ave. Southbound North of Coolhurst Dr.,1,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1568,1292,1427,866,1060
A319,Mount Olive Dr. Southbound North of Dorward Dr.,1,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,202,249,172,140,136
A320,Kipling Ave. Northbound Near Gracey Blvd.,2,2023-07-20T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,258,204,292,217
A321,La Rose Ave. Eastbound East of Timothy Court,2,2023-07-20T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,210,474,440,901,947
A322,Twenty First St. Northbound North of Lake Shore Blvd. W.,3,2023-07-20T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,339,234,277,210
A323,Lake Shore Blvd. W. Westbound West of Thirty Fifth St.,3,2023-07-24T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150,301,407,821,644
A324,Indian Road Cres. Northbound North of Humberside Ave.,4,2023-07-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,318,682,508,371,333
A325,McCormack St. Westbound Near Leigh St.,5,2023-07-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301,331,384,453,214
A326,Maple Leaf Dr. Eastbound Near Bourdon Ave.,5,2023-07-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,356,489,542,1007,944
A327,Sheppard Ave. W. Westbound Near Blairville Rd.,6,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,527,377,268,205
A328,Highview Ave. Southbound North of Maurice Coulter Mews,6,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,589,236,437,197,194
A329,Jane St. Northbound North of Driftwood Ave.,7,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1279,2267,1617,796,913
A330,Norfinch Dr. Northbound North of Finch Ave. W.,7,2023-07-13T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,733,1208,833,580,709
A331,Lawrence Ave. W. Westbound West of Varna Dr.,8,2023-07-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1468,1979,1622,858,903
A332,Dufferin St. Northbound North of Preston Rd.,9,2023-08-11T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145,79,21,48
A333,Eireann Quay Northbound South of Queens Quay,10,2023-08-22T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158,771,1283,1564
A334,Lower Jarvis St. Northbound South of The Esplanade,10,2023-09-25T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,449,5248,3757
A335,Mount Pleasant Rd. Northbound North of South Dr.,11,2023-08-11T00:00:00Z,45246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,809,1045,896,0
A336,Avenue Rd. Northbound North of Heath St. W.,12,2023-07-21T00:00:00Z,45239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,152,361,308,147,0
A337,Mount Pleasant Rd. Northbound Near Balliol St.,12,2023-07-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,42,50,72,29
A338,Bond St. Northbound North of Shuter St.,13,2023-08-25T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,71,68,48
A339,Pembroke St. Southbound South of Dundas St. E.,13,2023-08-11T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237,360,241,241
A340,Durant Ave. Southbound South of Plains Rd.,14,2023-08-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,242,137,151
A341,Coxwell Ave. Northbound North of Cosburn Ave.,14,2023-08-18T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,736,686,872,663
A342,Denlow Blvd. Westbound Near Hamlet Gate,15,2023-07-27T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,175,63,57,43
A343,Ranleigh Ave. Eastbound East of Yonge St.,15,2023-07-29T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,108,103,61,52
A344,Brookbanks Dr. Westbound West of Parkwoods Village Dr.,16,2023-07-27T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133,856,751,502,379
A345,Gateway Blvd. Southbound Near Grenoble Dr.,16,2023-08-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,340,157,155
A346,Don Mills Rd. Southbound South of Seneca Hill Dr.,17,2023-08-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,844,1020,1392,1647
A347,Shaughnessy Blvd. Southbound Near Rochelle Cres.,17,2023-08-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,355,2191,853,1579
A348,Hilda Ave. Northbound Near Crossen Dr.,18,2023-07-27T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,854,741,356,467
A350,Victoria Park Ave. Northbound South of Kingston Rd.,19,2023-08-21T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,492,482,458
A351,Bowmore Rd. Southbound South of Fairmount Cres.,19,2023-08-22T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,7,6
A352,St. Clair Ave. E. Westbound West of Maybourne Ave.,20,2023-08-11T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,259,566,787
A353,Mason Rd. Southbound South of Glenda Rd.,20,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,608,526,316,404
A354,Ellesmere Rd. Eastbound East of Warden Ave.,21,2023-07-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,341,1324,848,473,84
A355,Birkdale Rd. Southbound Near Abbottswood Rd.,21,2023-07-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,66,37,37,50
A356,Pharmacy Ave. Northbound Near 3200 Pharmacy Ave.,22,2023-07-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,362,254,254,175
A357,Sheppard Ave. E. Eastbound East of Bay Mills Blvd.,22,2023-07-28T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,1014,1133,997,831
A358,Finch Ave. E. Eastbound East of Brimley Rd.,23,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,146,203,277,275
A359,White Heather Blvd. Southbound Near Big Red Ave.,23,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,79,50,111
A360,Markham Rd. Southbound South of Greencedar Circuit,24,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1024,1602,1074,1107
A361,Brimorton Dr. Westbound West of Gaitwin Place,24,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,178,322,633,552
A362,Military Trail Westbound Near Bobmar Rd.,25,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,283,306,329,227
A363,Nightstar Rd. Westbound Near Pogonia St.,25,2023-08-14T00:00:00Z,Present,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139,158,168,131
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
*Please note -  ASE charge data may be affected  by direct and/or indirect factors that may vary among sites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
